Date,NIFTY50_Index,Log_Return_pct,Realized_Vol,GARCH_Forecast_Vol,GARCHX_Forecast_Vol,Sentiment_Raw,Sentiment_Rolled,Sentiment_Lagged,Has_Real_News,Sentiment_Label,Position_Size,Strategy_Return,Benchmark_Return,Strategy_Value,Benchmark_Value,High_Vol_Flag,Risk_Regime
2022-04-26,1877.2092407999996,0.02728708063348244,1.716112985350923,2.4632515353774815,1.9987607769680227,0.15375906781039456,-0.07634258666591527,-0.11977137328738059,1,Neutral,0.7,0.019100956443437705,0.02728708063348244,94111.1968258703,100581.37914336835,0,Low Risk
2022-04-27,1837.7720184999998,-0.021232249149436097,2.0613114927690477,3.0694473545022363,2.106838355555454,-0.1941055756683151,-0.13987272073648438,-0.07634258666591527,1,Negative,0.0,-0.014862574404605268,-0.021232249149436097,92712.46216073935,98445.81024160246,1,High Risk
2022-04-28,1850.8892426000002,0.007112216852955478,1.9536568781450139,2.96654491426336,2.96654491426336,0.1523119731474731,-0.18922433400312122,-0.13987272073648438,1,Negative,0.0,0.0,0.007112216852955478,92712.46216073935,99145.97819230563,1,High Risk
2022-04-29,1829.263237,-0.011752912225434939,1.9746716919258707,1.8559953692953222,2.1245461612946808,0.10939118123820259,-0.09982767729864596,-0.18922433400312122,1,Neutral,0.0,-0.0,-0.011752912225434939,92712.46216073935,97980.72421310657,1,High Risk
2022-05-02,1816.8047363500002,-0.006833964275236285,1.8874161623995822,2.2846154137143526,2.1945621277564604,0.37003111839294434,0.08422138569396277,-0.003079020217547183,1,Neutral,0.3,-0.0,-0.006833964275236285,92712.46216073935,97311.12744417242,1,High Risk
2022-05-04,1770.3047272,-0.02592762475221009,1.295054116999166,2.017363428465907,2.1505050079349832,-0.6178304743953049,0.0020109555533925163,0.07263177200789081,1,Neutral,0.3,-0.007778287425663027,-0.02592762475221009,91991.31798211222,94788.08104758542,1,High Risk
2022-05-05,1761.7312378,-0.00485471061078518,1.19801591913102,3.3516903239863325,2.1726678124279615,-0.8800784945487976,-0.17005412239598594,0.0020109555533925163,1,Negative,0.0,-0.001456413183235554,-0.00485471061078518,91857.34061385987,94327.91234474776,1,High Risk
2022-05-06,1719.3024994,-0.024378298442840923,0.9838779568455849,1.9349427441773461,2.23168413109003,-0.47487486992031336,-0.26743179758907193,-0.17005412239598594,1,Negative,0.0,-0.0,-0.024378298442840923,91857.34061385987,92028.35834611735,1,High Risk
2022-05-09,1716.9492600500002,-0.0013696550093624167,1.1572431507601348,3.2215931921146197,2.337538610043065,-0.47487486992031336,-0.6575946129548053,-0.4006881801178679,1,Negative,0.0,-0.0,-0.0013696550093624167,91857.34061385987,91902.3112441052,1,High Risk
2022-05-10,1711.0955246500002,-0.003415206893316908,1.209295742565956,1.8334536350859756,2.2628899673743224,-0.47487486992031336,-0.6575946129548053,-0.6575946129548053,1,Negative,0.0,-0.0,-0.003415206893316908,91857.34061385987,91588.44583723259,1,High Risk
2022-05-11,1702.6314942000001,-0.0049588310649732225,0.9382997768458763,1.8855984401483676,2.200615217144367,-0.47487486992031336,-0.6774766822345555,-0.6575946129548053,1,Negative,0.0,-0.0,-0.0049588310649732225,91857.34061385987,91134.2742068223,1,High Risk
2022-05-12,1661.1834945500002,-0.024644695140643814,1.1716306397534102,1.9382768144254825,2.1327082200264704,-0.47487486992031336,-0.47487486992031336,-0.6774766822345555,1,Negative,0.0,-0.0,-0.024644695140643814,91857.34061385987,88888.29780213133,1,High Risk
2022-05-13,1666.24400795,0.003041699509801952,1.0703031764003073,3.2429066887585187,3.2429066887585187,-0.47487486992031336,-0.47487486992031336,-0.47487486992031336,1,Negative,0.0,0.0,0.003041699509801952,91857.34061385987,89158.6692939832,1,High Risk
2022-05-16,1678.6087539500004,0.0073933313080916385,1.2303690546194208,1.7958487261768625,1.907997558885622,-0.47487486992031336,-0.47487486992031336,-0.47487486992031336,1,Negative,0.7,0.0,0.0073933313080916385,91857.34061385987,89817.8488750622,0,Low Risk
2022-05-17,1720.0179902,0.0243694225058924,1.7918727023275163,1.8634308057342406,1.8634308057342406,0.044050268828868866,0.044050268828868866,-0.47487486992031336,1,Neutral,1.0,0.01705859575412468,0.0243694225058924,93424.29785444064,92006.65798286897,0,Low Risk
2022-05-18,1726.15327605,0.0035606427295730154,1.7608033195049775,2.839054574338417,2.839054574338417,0.044050268828868866,0.044050268828868866,0.044050268828868866,1,Neutral,0.3,0.0035606427295730154,0.0035606427295730154,93756.9484013615,92334.26082068798,1,High Risk
2022-05-19,1678.9292724500003,-0.027739140517143147,1.8823774489166871,1.7982462399224162,2.1838403716003674,0.044050268828868866,0.044050268828868866,0.044050268828868866,1,Neutral,0.3,-0.008321742155142944,-0.027739140517143147,92976.72725151233,89772.98778523639,1,High Risk
2022-05-20,1719.7209976500003,0.024005814597486918,2.125653321019179,3.5048068142114066,3.5048068142114066,0.044050268828868866,0.044050268828868866,0.044050268828868866,1,Neutral,0.3,0.007201744379246075,0.024005814597486918,93646.32187439661,91928.06148587122,1,High Risk
2022-05-23,1701.3194976,-0.010757941946273225,2.253829541585188,2.8114998138375475,2.8114998138375475,-0.43279949575662613,-0.19437461346387863,0.044050268828868866,1,Negative,0.0,-0.0032273825838819675,-0.010757941946273225,93344.08936613458,90939.10473717278,1,High Risk
2022-05-24,1686.3189925499996,-0.008856082568749531,1.9198163849630774,2.2232824671820786,2.0836893108796777,-0.43279949575662613,-0.43279949575662613,-0.19437461346387863,1,Negative,0.0,-0.0,-0.008856082568749531,93344.08936613458,90133.74051689223,1,High Risk
2022-05-25,1679.1452499000002,-0.004263158362792454,1.8745726476440403,2.116366886046343,2.116366886046343,-0.9399884939193726,-0.6863939948379993,-0.43279949575662613,1,Negative,0.0,-0.0,-0.004263158362792454,93344.08936613458,89749.48610723787,1,High Risk
2022-05-26,1685.4962387,0.0037751400047855207,1.4140553051593434,1.9127286990428136,1.9127286990428136,-0.9399884939193726,-0.6863939948379993,-0.6863939948379993,1,Negative,0.7,0.0,0.0037751400047855207,93344.08936613458,90088.30298265026,0,Low Risk
2022-05-27,1707.1295029500002,0.012753282625707069,0.9726703924798558,1.7997174673744907,2.1718190994277733,-0.9399884939193726,-0.6863939948379993,-0.6863939948379993,1,Negative,0.0,0.008927297837994948,0.012753282625707069,94177.39985332247,91237.22457185833,1,High Risk
2022-05-30,1737.6427626500001,0.017716153883501416,1.1159175207061347,2.073190594769198,2.073190594769198,-0.9399884939193726,-0.9399884939193726,-0.6863939948379993,1,Negative,0.0,0.0,0.017716153883501416,94177.39985332247,92853.59728227694,1,High Risk
